Dataset ID	Dataset	Type	Study ID	Study	name	FilePath	Checksum	Assay ID	Assay Name	Assay Producer	Instrument Name	Instrument Model	Sample ID	Sample	Organism	Material Type	Sample[Altitude (m)]	Sample[BioSamples Acc.]	Sample[Collection Depth (m)]	Sample[Country and/or Sea]	Sample[Latitude]	Sample[Longitude]	Sample[Sampling Design Label]	Channel Name 1	Channel Visualized Entity Name 1	Channel Visualized Entity Type 1	Channel Label 1	Channel Probe Name 1	Channel Probe Type 1	Channel Name 2	Channel Visualized Entity Name 2	Channel Visualized Entity Type 2	Channel Label 2	Channel Probe Name 2	Channel Probe Type 2	Channel Name 3	Channel Visualized Entity Name 3	Channel Visualized Entity Type 3	Channel Label 3	Channel Probe Name 3	Channel Probe Type 3	Channel Name 4	Channel Visualized Entity Name 4	Channel Visualized Entity Type 4	Channel Label 4	Channel Probe Name 4	Channel Probe Type 4
0e913a60-e703-4326-9243-5113acabad06	PK2_ATH_10to40_20240707_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_10to40_20240707_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240707/PK2_ATH_10to40_20240707_AM_01.czi	758b9d59e12e1ab09953691248d04108	5f7c62ca-ff47-4706-b039-364ada164ac9	TREC Plankton Scans ATH 20240707 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	159ae920-cf9b-44ed-ab00-d8ba8675b4a5	ATH_20240707_AM_10to40_bottle-6	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642206	0	Greece	37.7564	23.7834	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
bba033dd-1a40-4907-b83d-c7888a8e5636	PK2_ATH_10to40_20240708_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_10to40_20240708_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240708/PK2_ATH_10to40_20240708_AM_01.czi	d030369d5cd0d1b053c63acb18ca33b4	3ab05721-15f1-412b-b186-982d443c857d	TREC Plankton Scans ATH 20240708 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	71deab37-058e-49f2-ab55-9cbf0ea9faf8	ATH_20240708_AM_10to40_bottle-2	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642238	0	Greece	37.7189	23.9384	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
4f0987d7-1ba2-4494-b5e7-5004ba5ddbc2	PK2_ATH_10to40_20240709_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_10to40_20240709_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240709/PK2_ATH_10to40_20240709_AM_01.czi	a00130159ae12da99e7d98763785d9cf	b4417690-3ebe-4eda-8d2b-76922d47531f	TREC Plankton Scans ATH 20240709 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	170d5cd6-e97f-462e-9283-f3c2a24d8e13	ATH_20240709_AM_10to40_bottle-3	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642121	0	Greece	37.7134	23.9109	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
d519903b-8463-4c8c-ba78-21742883a7aa	PK2_ATH_10to40_20240710_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_10to40_20240710_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240710/PK2_ATH_10to40_20240710_AM_01.czi	0cbaed730d98d82658e20eaf398f17fb	68d2280f-9c1d-465f-ab06-57337ffd8298	TREC Plankton Scans ATH 20240710 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	ff860007-21f6-417f-b4d6-81c5f602275b	ATH_20240710_AM_10to40_bottle-T5	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642139	0	Greece	37.7134	23.9109	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
eff8b772-32b9-4175-ab38-fa42f2bf2853	PK2_ATH_150to500_20240701_MID_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240701_MID_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240701/PK2_ATH_150to500_20240701_MID_01.czi	d37e7d1dfa681cb9a5d4d100b32f93f1	48a7f7a5-54e8-4959-ad7d-f1187b1a5490	TREC Plankton Scans ATH 20240701 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	df557c33-4a00-4ae4-9071-60f6a71c332f	ATH_20240701_MID_150to500_bottle-1	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642075	0	Greece	37.6905	23.9015	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
e6f22918-b0ae-4b5b-8299-c9e9196bdd7e	PK2_ATH_150to500_20240702_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240702_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240702/PK2_ATH_150to500_20240702_AM_01.czi	cceb35ccfb25fc9bf91aa62ee656e739	afefa177-05d8-4f56-92a2-d47735c0c8e1	TREC Plankton Scans ATH 20240702 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	ff4adc6f-52e1-45ee-a97d-ad85144ccd7b	ATH_20240702_AM_150to500_bottle-T1	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642088	0	Greece	37.6905	23.9015	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
8629b1c3-01cd-4c28-83f2-03e86b61e397	PK2_ATH_150to500_20240702_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240702_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240702/PK2_ATH_150to500_20240702_PM_01.czi	d722515e81a032846c0bc007883757b7	afefa177-05d8-4f56-92a2-d47735c0c8e1	TREC Plankton Scans ATH 20240702 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	e7235b92-0be0-4a5a-8ac1-c196fd2e9e7e	ATH_20240702_PM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642085	0	Greece	37.69	23.9058	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
813790e8-feae-43a4-bd7f-26e68b4df2f5	PK2_ATH_150to500_20240703_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240703_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240703/PK2_ATH_150to500_20240703_AM_01.czi	415d8386222cff0ddf4d0e1093678739	c81b8d74-687b-489a-94bb-ece9330ea2d8	TREC Plankton Scans ATH 20240703 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	67cd49b2-a958-444f-a62b-e737e5a7898e	ATH_20240703_AM_150to500_bottle-T1	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642151	0	Greece	37.6908	23.9074	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
9200e086-b360-48e5-93a3-2e801232d1e8	PK2_ATH_150to500_20240704_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240704_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240704/PK2_ATH_150to500_20240704_AM_01.czi	57cc55a7ca17b3c8a5f8fed5330b6fd7	98d06401-aefb-4b1e-a1b9-156e7289ea67	TREC Plankton Scans ATH 20240704 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	036cda27-9ca6-488a-a7bb-8a36a7289b67	ATH_20240704_AM_150to500_bottle-T1	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642166	0	Greece	37.71167	23.93047	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
326b5d30-3dbf-484c-a930-1f13107dba55	PK2_ATH_150to500_20240705_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240705_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240705/PK2_ATH_150to500_20240705_AM_01.czi	16170294d4af7ed1640c81de36b27d1e	9555601e-5d07-4619-8473-d794f8a83769	TREC Plankton Scans ATH 20240705 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	b5a80fb9-7fb7-4810-b6a8-41aa9107f77e	ATH_20240705_AM_150to500_bottle-T5	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642103	0	Greece	37.71167	23.89714	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
930a4503-d56f-4e00-9216-e11594f2383f	PK2_ATH_150to500_20240706_MID_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240706_MID_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240706/PK2_ATH_150to500_20240706_MID_01.czi	76a414af2ad42d4d55d09896a1dd6dfc	270912b6-cd90-4c8d-986d-8d19367f29e5	TREC Plankton Scans ATH 20240706 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	aa688323-0e12-4ac4-a06e-5e09562453c2	ATH_20240706_MID_150to500_bottle-5	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642208	0	Greece	37.7186	23.9383	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
c11cf7ed-ecaa-46e6-8139-830f64429af1	PK2_ATH_150to500_20240707_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240707_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240707/PK2_ATH_150to500_20240707_AM_01.czi	c3057d1473f0af5f0c69f88f902279d5	5f7c62ca-ff47-4706-b039-364ada164ac9	TREC Plankton Scans ATH 20240707 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	740865b6-7795-4385-b58c-fc7cdc4904a7	ATH_20240707_AM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642201	0	Greece	37.7564	23.7834	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
ee853ccb-800a-4ecb-8d2e-fa5c4ee3d052	PK2_ATH_150to500_20240708_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240708_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240708/PK2_ATH_150to500_20240708_AM_01.czi	2f93a4a891fd6ea4ad28021330471779	3ab05721-15f1-412b-b186-982d443c857d	TREC Plankton Scans ATH 20240708 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	0a75d782-83d5-4f3f-9540-4d4cbce12413	ATH_20240708_AM_150to500_bottle-T4	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642233	0	Greece	37.7189	23.9384	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
4238d00f-1b59-4235-b614-9ba701018e13	PK2_ATH_150to500_20240709_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240709_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240709/PK2_ATH_150to500_20240709_AM_01.czi	f889855c4a0e819ff388293ddf6da134	b4417690-3ebe-4eda-8d2b-76922d47531f	TREC Plankton Scans ATH 20240709 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	33003006-ca73-477c-ba04-a4a723854d80	ATH_20240709_AM_150to500_bottle-1	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642114	0	Greece	37.7134	23.9109	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
2d0d2fe4-8d50-4886-a02a-0c5d2c1cc34f	PK2_ATH_150to500_20240709_AM_02	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240709_AM_02.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240709/PK2_ATH_150to500_20240709_AM_02.czi	07f1766e5efa62a6f32a3f61d97d8ad0	b4417690-3ebe-4eda-8d2b-76922d47531f	TREC Plankton Scans ATH 20240709 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	5fd2da0a-b894-4746-a162-282cb8e7b98b	ATH_20240709_AM_150to500_bottle-T2	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642116	0	Greece	37.7134	23.9109	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
08b69a57-ab6b-45f1-90fe-b7de852e7652	PK2_ATH_150to500_20240710_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_ATH_150to500_20240710_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_41_Athens_LSM900_20240710/PK2_ATH_150to500_20240710_AM_01.czi	d54f651c818d1fb772c2feea75f992ab	68d2280f-9c1d-465f-ab06-57337ffd8298	TREC Plankton Scans ATH 20240710 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	d2b3e3a6-389d-49af-91fc-d40a512f4ecd	ATH_20240710_AM_150to500_bottle-1	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117642137	0	Greece	37.7134	23.9109	041-03-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
